bin_deg,gauquelin_extracted_norm,Sun_residual_sigma30_norm,Moon_residual_sigma30_norm,Mercury_residual_sigma30_norm,Venus_residual_sigma30_norm,Mars_residual_sigma30_norm,Jupiter_residual_sigma30_norm,Saturn_residual_sigma30_norm,Uranus_residual_sigma30_norm,Neptune_residual_sigma30_norm,Pluto_residual_sigma30_norm,Rahu_residual_sigma30_norm
239,-2.838221e-03,-1.114515e-01,-3.133508e-01,-8.426073e-02,-6.170496e-01,-6.719574e-01,-3.488058e-01,-9.492722e-02,-5.424087e-01,-4.876689e-01,-5.255368e-01,-3.235983e-01
240,+3.500473e-02,-7.812823e-02,-2.915019e-01,-5.527303e-02,-5.975276e-01,-6.432650e-01,-3.548696e-01,-5.547614e-02,-5.731496e-01,-4.712984e-01,-4.941440e-01,-2.816244e-01
241,+7.284768e-02,-4.489156e-02,-2.696382e-01,-2.644895e-02,-5.778424e-01,-6.137746e-01,-3.613523e-01,-1.664811e-02,-6.032913e-01,-4.548894e-01,-4.619878e-01,-2.396003e-01
242,+9.176916e-02,-1.180870e-02,-2.477762e-01,+2.178137e-03,-5.580515e-01,-5.835625e-01,-3.682154e-01,+2.130235e-02,-6.328768e-01,-4.387370e-01,-4.293208e-01,-1.978463e-01
243,+1.106906e-01,+2.107930e-02,-2.259441e-01,+3.056282e-02,-5.381783e-01,-5.526861e-01,-3.754295e-01,+5.835480e-02,-6.620072e-01,-4.230576e-01,-3.965636e-01,-1.564350e-01
244,+1.485336e-01,+5.367949e-02,-2.041450e-01,+5.867106e-02,-5.182338e-01,-5.211907e-01,-3.830318e-01,+9.455578e-02,-6.902078e-01,-4.076632e-01,-3.638975e-01,-1.154538e-01
245,+1.674551e-01,+8.597167e-02,-1.824117e-01,+8.647499e-02,-4.982464e-01,-4.891966e-01,-3.909692e-01,+1.294015e-01,-7.180599e-01,-3.928639e-01,-3.312973e-01,-7.527649e-02
246,+2.052980e-01,+1.178958e-01,-1.607478e-01,+1.139583e-01,-4.782572e-01,-4.567246e-01,-3.991018e-01,+1.634555e-01,-7.446821e-01,-3.783592e-01,-2.989480e-01,-3.577093e-02
247,+2.242195e-01,+1.493809e-01,-1.391726e-01,+1.410914e-01,-4.582813e-01,-4.238381e-01,-4.075578e-01,+1.963004e-01,-7.704707e-01,-3.644913e-01,-2.663333e-01,+2.815962e-03
248,+2.809839e-01,+1.803947e-01,-1.177036e-01,+1.678450e-01,-4.383471e-01,-3.906314e-01,-4.161649e-01,+2.278631e-01,-7.950676e-01,-3.512937e-01,-2.339932e-01,+4.049917e-02
249,+2.999054e-01,+2.108790e-01,-9.637966e-02,+1.941660e-01,-4.184788e-01,-3.571881e-01,-4.248326e-01,+2.581614e-01,-8.184531e-01,-3.384987e-01,-2.023748e-01,+7.693968e-02
250,+3.377483e-01,+2.408004e-01,-7.519541e-02,+2.200357e-01,-3.987085e-01,-3.235642e-01,-4.337923e-01,+2.866731e-01,-8.406104e-01,-3.266211e-01,-1.713601e-01,+1.120896e-01
251,+3.945128e-01,+2.701168e-01,-5.417338e-02,+2.454480e-01,-3.790375e-01,-2.898164e-01,-4.427781e-01,+3.139375e-01,-8.616257e-01,-3.150828e-01,-1.405563e-01,+1.459048e-01
252,+4.134342e-01,+2.987406e-01,-3.333772e-02,+2.703871e-01,-3.594954e-01,-2.559974e-01,-4.518122e-01,+3.397419e-01,-8.810646e-01,-3.045809e-01,-1.104642e-01,+1.782936e-01
253,+4.701987e-01,+3.267047e-01,-1.267335e-02,+2.948270e-01,-3.400964e-01,-2.221463e-01,-4.607316e-01,+3.645202e-01,-8.992817e-01,-2.944461e-01,-8.103060e-02,+2.091860e-01
254,+5.269631e-01,+3.539362e-01,+7.778362e-03,+3.187445e-01,-3.208674e-01,-1.883703e-01,-4.695363e-01,+3.878561e-01,-9.160126e-01,-2.851466e-01,-5.228936e-02,+2.384570e-01
255,+5.837275e-01,+3.804224e-01,+2.800953e-02,+3.421412e-01,-3.018201e-01,-1.547105e-01,-4.780791e-01,+4.098432e-01,-9.313408e-01,-2.760010e-01,-2.396354e-02,+2.661454e-01
256,+6.404920e-01,+4.060846e-01,+4.800927e-02,+3.649712e-01,-2.829909e-01,-1.212738e-01,-4.865109e-01,+4.300285e-01,-9.454262e-01,-2.685974e-01,+3.194866e-03,+2.919111e-01
257,+6.404920e-01,+4.309194e-01,+6.776711e-02,+3.872158e-01,-2.643757e-01,-8.804239e-02,-4.945072e-01,+4.491847e-01,-9.579768e-01,-2.623273e-01,+2.931811e-02,+3.158843e-01
258,+6.404920e-01,+4.549510e-01,+8.727045e-02,+4.089079e-01,-2.459808e-01,-5.506619e-02,-5.020236e-01,+4.669855e-01,-9.688249e-01,-2.558272e-01,+5.476020e-02,+3.381706e-01
259,+6.026490e-01,+4.780746e-01,+1.064978e-01,+4.299854e-01,-2.278455e-01,-2.244424e-02,-5.093198e-01,+4.830449e-01,-9.783774e-01,-2.505399e-01,+7.879211e-02,+3.583380e-01
260,+5.648061e-01,+5.003314e-01,+1.254305e-01,+4.504516e-01,-2.099743e-01,+9.774224e-03,-5.159792e-01,+4.979599e-01,-9.863592e-01,-2.459887e-01,+1.017816e-01,+3.766369e-01
261,+5.269631e-01,+5.217188e-01,+1.440991e-01,+4.703287e-01,-1.923484e-01,+4.160530e-02,-5.221505e-01,+5.118163e-01,-9.924619e-01,-2.420179e-01,+1.238504e-01,+3.930505e-01
262,+4.891202e-01,+5.421870e-01,+1.624575e-01,+4.895713e-01,-1.750073e-01,+7.295426e-02,-5.276556e-01,+5.243084e-01,-9.967111e-01,-2.390083e-01,+1.443005e-01,+4.075040e-01
263,+4.512772e-01,+5.617347e-01,+1.805148e-01,+5.082016e-01,-1.579375e-01,+1.038079e-01,-5.324479e-01,+5.359433e-01,-9.991052e-01,-2.363573e-01,+1.642311e-01,+4.198784e-01
264,+4.134342e-01,+5.803661e-01,+1.982550e-01,+5.262055e-01,-1.411671e-01,+1.341356e-01,-5.363970e-01,+5.463606e-01,-1.000000e+00,-2.340464e-01,+1.828780e-01,+4.303618e-01
265,+3.945128e-01,+5.980047e-01,+2.156387e-01,+5.435207e-01,-1.247473e-01,+1.638129e-01,-5.399370e-01,+5.551934e-01,-9.998163e-01,-2.334233e-01,+1.994730e-01,+4.386393e-01
266,+3.566698e-01,+6.147059e-01,+2.326788e-01,+5.602014e-01,-1.086361e-01,+1.928567e-01,-5.426237e-01,+5.627350e-01,-9.979569e-01,-2.332008e-01,+2.148400e-01,+4.449384e-01
267,+3.188269e-01,+6.305161e-01,+2.493961e-01,+5.762671e-01,-9.281541e-02,+2.213199e-01,-5.442414e-01,+5.698480e-01,-9.943758e-01,-2.336106e-01,+2.292002e-01,+4.493408e-01
268,+2.999054e-01,+6.453843e-01,+2.657712e-01,+5.916580e-01,-7.730705e-02,+2.491265e-01,-5.449355e-01,+5.762866e-01,-9.890784e-01,-2.347034e-01,+2.419206e-01,+4.517482e-01
269,+2.809839e-01,+6.593525e-01,+2.817990e-01,+6.064167e-01,-6.211152e-02,+2.762737e-01,-5.445775e-01,+5.817297e-01,-9.821012e-01,-2.358832e-01,+2.536221e-01,+4.523352e-01
270,+2.620624e-01,+6.723738e-01,+2.974476e-01,+6.205200e-01,-4.726792e-02,+3.026852e-01,-5.432967e-01,+5.860448e-01,-9.738532e-01,-2.380017e-01,+2.637895e-01,+4.511023e-01
271,+2.620624e-01,+6.845103e-01,+3.127386e-01,+6.339741e-01,-3.274295e-02,+3.283797e-01,-5.409150e-01,+5.897319e-01,-9.641200e-01,-2.412388e-01,+2.722735e-01,+4.478240e-01
272,+2.052980e-01,+6.957755e-01,+3.276789e-01,+6.467954e-01,-1.851759e-02,+3.533777e-01,-5.374698e-01,+5.927266e-01,-9.524257e-01,-2.444070e-01,+2.795269e-01,+4.429478e-01
273,+1.863765e-01,+7.061684e-01,+3.422500e-01,+6.589792e-01,-4.613473e-03,+3.776184e-01,-5.328425e-01,+5.947551e-01,-9.393992e-01,-2.480197e-01,+2.852303e-01,+4.360705e-01
274,+1.674551e-01,+7.156732e-01,+3.564499e-01,+6.704993e-01,+8.938204e-03,+4.010785e-01,-5.271013e-01,+5.957049e-01,-9.251801e-01,-2.525893e-01,+2.888298e-01,+4.275025e-01
275,+1.485336e-01,+7.243884e-01,+3.702787e-01,+6.814167e-01,+2.218188e-02,+4.238072e-01,-5.201339e-01,+5.967284e-01,-9.092753e-01,-2.571892e-01,+2.916869e-01,+4.173486e-01
276,+1.296121e-01,+7.322903e-01,+3.837282e-01,+6.917307e-01,+3.511684e-02,+4.458234e-01,-5.120265e-01,+5.971628e-01,-8.921005e-01,-2.621529e-01,+2.933227e-01,+4.056025e-01
277,+1.296121e-01,+7.393900e-01,+3.968006e-01,+7.013993e-01,+4.771916e-02,+4.670562e-01,-5.027693e-01,+5.969047e-01,-8.738564e-01,-2.675540e-01,+2.932090e-01,+3.924158e-01
278,+1.106906e-01,+7.457428e-01,+4.094946e-01,+7.104507e-01,+6.002615e-02,+4.875308e-01,-4.922456e-01,+5.961713e-01,-8.543677e-01,-2.735493e-01,+2.917741e-01,+3.777388e-01
279,+9.176916e-02,+7.513438e-01,+4.218253e-01,+7.189002e-01,+7.201134e-02,+5.072509e-01,-4.804938e-01,+5.952783e-01,-8.337242e-01,-2.798589e-01,+2.885996e-01,+3.617150e-01
280,+7.284768e-02,+7.562470e-01,+4.337907e-01,+7.267474e-01,+8.370312e-02,+5.262522e-01,-4.675331e-01,+5.939401e-01,-8.117564e-01,-2.863829e-01,+2.845412e-01,+3.446038e-01
281,+5.392621e-02,+7.604487e-01,+4.453727e-01,+7.339938e-01,+9.509772e-02,+5.444951e-01,-4.532854e-01,+5.921228e-01,-7.888904e-01,-2.927382e-01,+2.791023e-01,+3.262926e-01
282,+5.392621e-02,+7.639991e-01,+4.565928e-01,+7.406508e-01,+1.061971e-01,+5.620236e-01,-4.378421e-01,+5.899688e-01,-7.650190e-01,-2.995372e-01,+2.724929e-01,+3.067303e-01
283,+3.500473e-02,+7.668941e-01,+4.674385e-01,+7.467274e-01,+1.170133e-01,+5.788463e-01,-4.212218e-01,+5.875539e-01,-7.400108e-01,-3.067796e-01,+2.640785e-01,+2.862087e-01
284,+3.500473e-02,+7.692120e-01,+4.779322e-01,+7.522581e-01,+1.275589e-01,+5.949960e-01,-4.032959e-01,+5.847338e-01,-7.141667e-01,-3.137266e-01,+2.551125e-01,+2.647992e-01
285,+1.608325e-02,+7.709169e-01,+4.880494e-01,+7.572017e-01,+1.378296e-01,+6.104134e-01,-3.843298e-01,+5.815946e-01,-6.875054e-01,-3.208527e-01,+2.444849e-01,+2.423028e-01
286,+1.608325e-02,+7.720698e-01,+4.978158e-01,+7.615992e-01,+1.478349e-01,+6.251701e-01,-3.640860e-01,+5.783439e-01,-6.601908e-01,-3.285351e-01,+2.331525e-01,+2.189399e-01
287,-2.838221e-03,+7.726900e-01,+5.072141e-01,+7.654405e-01,+1.575659e-01,+6.392942e-01,-3.428153e-01,+5.746075e-01,-6.320795e-01,-3.355190e-01,+2.203190e-01,+1.947835e-01
288,-2.175970e-02,+7.728168e-01,+5.162578e-01,+7.687282e-01,+1.670483e-01,+6.527259e-01,-3.204917e-01,+5.704026e-01,-6.033320e-01,-3.429040e-01,+2.064830e-01,+1.699465e-01
289,-2.175970e-02,+7.724682e-01,+5.249508e-01,+7.714770e-01,+1.762796e-01,+6.655625e-01,-2.970000e-01,+5.658162e-01,-5.740401e-01,-3.504960e-01,+1.914656e-01,+1.445360e-01
290,-2.175970e-02,+7.716842e-01,+5.333041e-01,+7.737275e-01,+1.852830e-01,+6.778173e-01,-2.723537e-01,+5.612518e-01,-5.440749e-01,-3.577135e-01,+1.756237e-01,+1.186832e-01
291,-4.068117e-02,+7.704643e-01,+5.413313e-01,+7.754777e-01,+1.940561e-01,+6.895154e-01,-2.466824e-01,+5.562505e-01,-5.136117e-01,-3.643490e-01,+1.588327e-01,+9.225937e-02
292,-4.068117e-02,+7.688460e-01,+5.490156e-01,+7.767126e-01,+2.026071e-01,+7.006717e-01,-2.201752e-01,+5.510495e-01,-4.825109e-01,-3.714809e-01,+1.411766e-01,+6.553203e-02
293,-4.068117e-02,+7.668603e-01,+5.563743e-01,+7.774535e-01,+2.109509e-01,+7.112581e-01,-1.926583e-01,+5.457530e-01,-4.512022e-01,-3.781980e-01,+1.229032e-01,+3.845302e-02
294,-4.068117e-02,+7.644967e-01,+5.634117e-01,+7.777138e-01,+2.190760e-01,+7.213049e-01,-1.643481e-01,+5.399258e-01,-4.197919e-01,-3.843343e-01,+1.039385e-01,+1.108719e-02
295,-4.068117e-02,+7.617683e-01,+5.701171e-01,+7.774778e-01,+2.269936e-01,+7.308479e-01,-1.353056e-01,+5.339108e-01,-3.881756e-01,-3.906300e-01,+8.436250e-02,-1.649085e-02
296,-4.068117e-02,+7.587391e-01,+5.765251e-01,+7.768014e-01,+2.347241e-01,+7.399346e-01,-1.053053e-01,+5.277985e-01,-3.563296e-01,-3.962452e-01,+6.412119e-02,-4.407770e-02
297,-4.068117e-02,+7.554234e-01,+5.826176e-01,+7.756657e-01,+2.422494e-01,+7.485829e-01,-7.456749e-02,+5.211897e-01,-3.242726e-01,-4.017615e-01,+4.328004e-02,-7.185344e-02
298,-4.068117e-02,+7.518120e-01,+5.884235e-01,+7.740778e-01,+2.496142e-01,+7.567895e-01,-4.326566e-02,+5.142986e-01,-2.918858e-01,-4.062721e-01,+2.204898e-02,-9.966211e-02
299,-4.068117e-02,+7.479170e-01,+5.939240e-01,+7.720499e-01,+2.567993e-01,+7.645457e-01,-1.128011e-02,+5.067373e-01,-2.594722e-01,-4.113599e-01,-1.362670e-05,-1.273650e-01
300,-4.068117e-02,+7.437661e-01,+5.991441e-01,+7.695932e-01,+2.638219e-01,+7.719212e-01,+2.125435e-02,+4.989057e-01,-2.273031e-01,-4.156659e-01,-2.259781e-02,-1.549801e-01
301,-2.175970e-02,+7.393955e-01,+6.040850e-01,+7.667327e-01,+2.706961e-01,+7.789546e-01,+5.428490e-02,+4.908268e-01,-1.948365e-01,-4.187655e-01,-4.465035e-02,-1.825437e-01
302,-2.175970e-02,+7.348223e-01,+6.087480e-01,+7.634612e-01,+2.774168e-01,+7.856404e-01,+8.780189e-02,+4.825278e-01,-1.623691e-01,-4.215272e-01,-6.726998e-02,-2.099139e-01
303,-2.175970e-02,+7.300062e-01,+6.131434e-01,+7.597749e-01,+2.839696e-01,+7.919610e-01,+1.214957e-01,+4.732821e-01,-1.304255e-01,-4.243918e-01,-9.054674e-02,-2.371019e-01
304,-2.175970e-02,+7.249812e-01,+6.172855e-01,+7.557241e-01,+2.903975e-01,+7.979600e-01,+1.556517e-01,+4.640735e-01,-9.878558e-02,-4.263721e-01,-1.135781e-01,-2.640888e-01
305,-2.175970e-02,+7.197857e-01,+6.211745e-01,+7.513025e-01,+2.966923e-01,+8.036608e-01,+1.900686e-01,+4.541348e-01,-6.721235e-02,-4.275612e-01,-1.365471e-01,-2.905407e-01
306,-2.838221e-03,+7.144404e-01,+6.248536e-01,+7.465471e-01,+3.029035e-01,+8.091206e-01,+2.248240e-01,+4.444830e-01,-3.575626e-02,-4.283343e-01,-1.594469e-01,-3.164334e-01
307,-2.838221e-03,+7.089199e-01,+6.282854e-01,+7.414390e-01,+3.089760e-01,+8.143262e-01,+2.596904e-01,+4.343121e-01,-4.544670e-03,-4.280876e-01,-1.823646e-01,-3.419492e-01
308,-2.838221e-03,+7.032416e-01,+6.314630e-01,+7.359802e-01,+3.149284e-01,+8.192629e-01,+2.945000e-01,+4.235183e-01,+2.611812e-02,-4.277067e-01,-2.050353e-01,-3.670130e-01
309,+1.608325e-02,+6.974135e-01,+6.344354e-01,+7.301952e-01,+3.207798e-01,+8.239407e-01,+3.292818e-01,+4.118698e-01,+5.640415e-02,-4.263014e-01,-2.276390e-01,-3.916210e-01
310,+1.608325e-02,+6.914192e-01,+6.371906e-01,+7.240883e-01,+3.265357e-01,+8.284002e-01,+3.638664e-01,+4.000276e-01,+8.625212e-02,-4.245309e-01,-2.499501e-01,-4.157066e-01
311,+1.608325e-02,+6.852860e-01,+6.397566e-01,+7.176988e-01,+3.322110e-01,+8.326704e-01,+3.983626e-01,+3.878918e-01,+1.154449e-01,-4.217031e-01,-2.718294e-01,-4.392044e-01
312,+3.500473e-02,+6.790620e-01,+6.421327e-01,+7.110228e-01,+3.378099e-01,+8.367380e-01,+4.326641e-01,+3.757861e-01,+1.442468e-01,-4.176913e-01,-2.931259e-01,-4.620539e-01
313,+5.392621e-02,+6.726930e-01,+6.442995e-01,+7.040701e-01,+3.433011e-01,+8.406049e-01,+4.665946e-01,+3.625471e-01,+1.724207e-01,-4.137903e-01,-3.140642e-01,-4.842339e-01
314,+5.392621e-02,+6.662175e-01,+6.462931e-01,+6.968511e-01,+3.487324e-01,+8.442874e-01,+5.000415e-01,+3.491968e-01,+1.998274e-01,-4.098016e-01,-3.348393e-01,-5.056654e-01
315,+7.284768e-02,+6.596394e-01,+6.481113e-01,+6.894309e-01,+3.541081e-01,+8.477799e-01,+5.332757e-01,+3.354003e-01,+2.267052e-01,-4.038430e-01,-3.547929e-01,-5.263915e-01
316,+7.284768e-02,+6.529567e-01,+6.497685e-01,+6.817700e-01,+3.594228e-01,+8.510930e-01,+5.659262e-01,+3.210765e-01,+2.529144e-01,-3.981641e-01,-3.743199e-01,-5.464463e-01
317,+7.284768e-02,+6.462351e-01,+6.512901e-01,+6.739292e-01,+3.647004e-01,+8.542947e-01,+5.981129e-01,+3.066732e-01,+2.784162e-01,-3.910052e-01,-3.929056e-01,-5.654801e-01
318,+9.176916e-02,+6.394066e-01,+6.526627e-01,+6.658869e-01,+3.699229e-01,+8.573579e-01,+6.294925e-01,+2.918672e-01,+3.032765e-01,-3.836618e-01,-4.107689e-01,-5.838296e-01
319,+1.106906e-01,+6.325199e-01,+6.538932e-01,+6.576819e-01,+3.751239e-01,+8.602872e-01,+6.601114e-01,+2.768100e-01,+3.274207e-01,-3.754196e-01,-4.279560e-01,-6.012445e-01
320,+1.296121e-01,+6.255846e-01,+6.549888e-01,+6.493329e-01,+3.802924e-01,+8.630581e-01,+6.899774e-01,+2.614711e-01,+3.506719e-01,-3.663617e-01,-4.443203e-01,-6.176880e-01
321,+1.296121e-01,+6.185507e-01,+6.559481e-01,+6.408274e-01,+3.854360e-01,+8.656400e-01,+7.187848e-01,+2.453712e-01,+3.728230e-01,-3.574752e-01,-4.601019e-01,-6.332521e-01
322,+1.485336e-01,+6.115134e-01,+6.568097e-01,+6.322209e-01,+3.905772e-01,+8.681263e-01,+7.466473e-01,+2.290643e-01,+3.942792e-01,-3.478086e-01,-4.748685e-01,-6.478109e-01
323,+1.674551e-01,+6.044478e-01,+6.575767e-01,+6.235167e-01,+3.957161e-01,+8.705092e-01,+7.734663e-01,+2.125803e-01,+4.148426e-01,-3.376385e-01,-4.887117e-01,-6.611927e-01
324,+1.674551e-01,+5.973622e-01,+6.582305e-01,+6.147398e-01,+4.008414e-01,+8.727223e-01,+7.991040e-01,+1.958835e-01,+4.344136e-01,-3.266217e-01,-5.015351e-01,-6.736852e-01
325,+2.052980e-01,+5.902708e-01,+6.588148e-01,+6.059208e-01,+4.059947e-01,+8.748333e-01,+8.236454e-01,+1.790335e-01,+4.530078e-01,-3.149836e-01,-5.132781e-01,-6.849130e-01
326,+2.052980e-01,+5.832004e-01,+6.593044e-01,+5.970756e-01,+4.111503e-01,+8.768219e-01,+8.468267e-01,+1.618504e-01,+4.704762e-01,-3.035699e-01,-5.239966e-01,-6.950735e-01
327,+2.431410e-01,+5.761314e-01,+6.597134e-01,+5.881923e-01,+4.162986e-01,+8.786403e-01,+8.685496e-01,+1.441568e-01,+4.867524e-01,-2.927461e-01,-5.340629e-01,-7.042698e-01
328,+2.620624e-01,+5.691251e-01,+6.600544e-01,+5.793197e-01,+4.214834e-01,+8.803436e-01,+8.888319e-01,+1.261760e-01,+5.020290e-01,-2.811893e-01,-5.424778e-01,-7.123319e-01
329,+2.809839e-01,+5.621518e-01,+6.603294e-01,+5.704725e-01,+4.266982e-01,+8.818973e-01,+9.075465e-01,+1.078483e-01,+5.158285e-01,-2.693552e-01,-5.504016e-01,-7.191890e-01
330,+2.999054e-01,+5.552413e-01,+6.605647e-01,+5.616806e-01,+4.319622e-01,+8.833278e-01,+9.247287e-01,+8.937266e-02,+5.284543e-01,-2.570950e-01,-5.570928e-01,-7.248514e-01
331,+3.188269e-01,+5.484287e-01,+6.607581e-01,+5.529657e-01,+4.372802e-01,+8.846398e-01,+9.403391e-01,+7.119283e-02,+5.399238e-01,-2.445837e-01,-5.623394e-01,-7.293006e-01
332,+3.377483e-01,+5.417025e-01,+6.609240e-01,+5.443463e-01,+4.426539e-01,+8.857783e-01,+9.543075e-01,+5.290795e-02,+5.502953e-01,-2.324655e-01,-5.668518e-01,-7.324925e-01
333,+3.755913e-01,+5.351382e-01,+6.610575e-01,+5.358492e-01,+4.481111e-01,+8.867900e-01,+9.664529e-01,+3.502564e-02,+5.595136e-01,-2.201720e-01,-5.697833e-01,-7.343005e-01
334,+3.945128e-01,+5.287005e-01,+6.611608e-01,+5.274998e-01,+4.536190e-01,+8.876445e-01,+9.767493e-01,+1.679753e-02,+5.675071e-01,-2.080870e-01,-5.719271e-01,-7.347316e-01
335,+4.134342e-01,+5.224221e-01,+6.612557e-01,+5.193002e-01,+4.592189e-01,+8.883691e-01,+9.854015e-01,-1.163692e-03,+5.741490e-01,-1.955877e-01,-5.724801e-01,-7.337471e-01
336,+4.512772e-01,+5.162961e-01,+6.613257e-01,+5.112831e-01,+4.648953e-01,+8.889195e-01,+9.919570e-01,-1.955908e-02,+5.792321e-01,-1.835812e-01,-5.723183e-01,-7.315615e-01
337,+4.701987e-01,+5.104006e-01,+6.614052e-01,+5.034846e-01,+4.706666e-01,+8.892839e-01,+9.966074e-01,-3.757574e-02,+5.833184e-01,-1.720156e-01,-5.706149e-01,-7.278478e-01
338,+5.269631e-01,+5.046984e-01,+6.614797e-01,+4.958883e-01,+4.765367e-01,+8.894594e-01,+9.993294e-01,-5.538804e-02,+5.859685e-01,-1.612127e-01,-5.680131e-01,-7.229608e-01
339,+5.458846e-01,+4.992522e-01,+6.615540e-01,+4.885442e-01,+4.825050e-01,+8.894616e-01,+1.000000e+00,-7.319069e-02,+5.871745e-01,-1.497663e-01,-5.642278e-01,-7.164115e-01
340,+5.837275e-01,+4.940381e-01,+6.616300e-01,+4.814488e-01,+4.885669e-01,+8.892615e-01,+9.985108e-01,-9.118930e-02,+5.869085e-01,-1.393758e-01,-5.591892e-01,-7.086490e-01
341,+6.215705e-01,+4.891082e-01,+6.617183e-01,+4.746483e-01,+4.947503e-01,+8.888619e-01,+9.951787e-01,-1.087056e-01,+5.853478e-01,-1.299113e-01,-5.528827e-01,-6.995049e-01
342,+6.594134e-01,+4.844675e-01,+6.618056e-01,+4.681447e-01,+5.010304e-01,+8.882542e-01,+9.896050e-01,-1.262072e-01,+5.823820e-01,-1.204972e-01,-5.455247e-01,-6.890085e-01
343,+7.161779e-01,+4.801189e-01,+6.619240e-01,+4.619500e-01,+5.074222e-01,+8.874064e-01,+9.819237e-01,-1.432026e-01,+5.779729e-01,-1.116014e-01,-5.371337e-01,-6.770731e-01
344,+7.540208e-01,+4.761049e-01,+6.620593e-01,+4.560811e-01,+5.139336e-01,+8.863124e-01,+9.722251e-01,-1.599981e-01,+5.724390e-01,-1.033099e-01,-5.275938e-01,-6.637265e-01
345,+8.107852e-01,+4.724063e-01,+6.622001e-01,+4.505550e-01,+5.205577e-01,+8.849592e-01,+9.603678e-01,-1.766764e-01,+5.653816e-01,-9.560382e-02,-5.167823e-01,-6.490048e-01
346,+8.297067e-01,+4.690144e-01,+6.623522e-01,+4.453720e-01,+5.272874e-01,+8.833492e-01,+9.464540e-01,-1.935397e-01,+5.568339e-01,-8.921397e-02,-5.054979e-01,-6.331253e-01
347,+8.864711e-01,+4.660365e-01,+6.625281e-01,+4.405927e-01,+5.341612e-01,+8.814842e-01,+9.306095e-01,-2.095133e-01,+5.473290e-01,-8.282243e-02,-4.926668e-01,-6.157791e-01
348,+9.621570e-01,+4.634236e-01,+6.627202e-01,+4.361743e-01,+5.411374e-01,+8.793561e-01,+9.126015e-01,-2.245779e-01,+5.361778e-01,-7.736166e-02,-4.788331e-01,-5.972340e-01
349,+1.000000e+00,+4.611832e-01,+6.629336e-01,+4.321429e-01,+5.482064e-01,+8.769046e-01,+8.925309e-01,-2.396353e-01,+5.237546e-01,-7.271975e-02,-4.640315e-01,-5.773214e-01
350,+1.000000e+00,+4.593093e-01,+6.631377e-01,+4.284850e-01,+5.553746e-01,+8.741518e-01,+8.703007e-01,-2.543129e-01,+5.100162e-01,-6.890101e-02,-4.483722e-01,-5.561624e-01
351,+1.000000e+00,+4.578741e-01,+6.633758e-01,+4.252528e-01,+5.626644e-01,+8.711013e-01,+8.463592e-01,-2.682516e-01,+4.953036e-01,-6.490241e-02,-4.316051e-01,-5.335844e-01
352,+8.864711e-01,+4.568062e-01,+6.636060e-01,+4.224378e-01,+5.700480e-01,+8.677029e-01,+8.203293e-01,-2.818854e-01,+4.793019e-01,-6.264608e-02,-4.140626e-01,-5.098517e-01
353,+7.918638e-01,+4.561425e-01,+6.638493e-01,+4.200138e-01,+5.775139e-01,+8.639389e-01,+7.926295e-01,-2.948774e-01,+4.622474e-01,-6.111736e-02,-3.957548e-01,-4.851843e-01
354,+7.161779e-01,+4.558873e-01,+6.640748e-01,+4.180164e-01,+5.850511e-01,+8.598325e-01,+7.630917e-01,-3.073867e-01,+4.441300e-01,-6.015827e-02,-3.763730e-01,-4.592414e-01
355,+6.404920e-01,+4.560200e-01,+6.642969e-01,+4.164054e-01,+5.926646e-01,+8.553297e-01,+7.318013e-01,-3.195423e-01,+4.245665e-01,-6.001816e-02,-3.563125e-01,-4.325088e-01
356,+5.648061e-01,+4.565528e-01,+6.645090e-01,+4.151808e-01,+6.003320e-01,+8.504314e-01,+6.988386e-01,-3.312603e-01,+4.039856e-01,-6.042992e-02,-3.353204e-01,-4.046636e-01
357,+4.891202e-01,+4.574848e-01,+6.647017e-01,+4.143876e-01,+6.080527e-01,+8.451489e-01,+6.642901e-01,-3.417440e-01,+3.825955e-01,-6.166862e-02,-3.138472e-01,-3.758542e-01
358,+4.323557e-01,+4.588160e-01,+6.648740e-01,+4.140005e-01,+6.158214e-01,+8.394641e-01,+6.282741e-01,-3.515310e-01,+3.603518e-01,-6.310960e-02,-2.919657e-01,-3.460058e-01
359,+3.945128e-01,+4.605557e-01,+6.650186e-01,+4.140026e-01,+6.236317e-01,+8.333927e-01,+5.910888e-01,-3.604785e-01,+3.375751e-01,-6.528278e-02,-2.690534e-01,-3.153188e-01
